prev_tool,next_tool,lag,count
mcp__pf3c76d__get_branch_pipeline,Edit,3,18
mcp__pf3c76d__update_issue,mcp__pf3c76d__create_issue_comment,3,18
mcp__pd16dd1__get_branch_pipeline,mcp__pd16dd1__get_chat_messages,3,18
Bash,mcp__pd8e750__create_merge_request_comment,3,18
mcp__p7cbdd1__browser_navigate,Grep,3,17
mcp__p67cee4__get_issues,mcp__p67cee4__get_issues,3,17
Task,TodoWrite,3,17
Edit,AskUserQuestion,3,17
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_snapshot,3,17
ToolSearch,mcp__pf3c76d__send_message,3,17
Agent,WebSearch,3,17
Bash,mcp__p3a04ae__create_issue_comment,3,17
mcp__p1b45fc__update_sheet_cells,mcp__p1b45fc__update_sheet_cells,3,17
mcp__p7cbdd1__browser_type,Bash,3,16
Bash,mcp__p7cbdd1__browser_evaluate,3,16
mcp__pf3c76d__get_issues,Grep,3,16
mcp__pf3c76d__create_issue_comment,Bash,3,16
Edit,mcp__pd16dd1__get_merge_requests,3,16
mcp__pd16dd1__get_merge_requests,mcp__pd16dd1__get_merge_request_discussions,3,16
mcp__pd16dd1__get_merge_request_pipeline,TodoWrite,3,16
mcp__pf3c76d__get_merge_requests,Read,3,16
Read,mcp__pd16dd1__get_issues,3,16
mcp__pf3c76d__get_merge_request_diffs,ToolSearch,3,16
Read,mcp__pf3c76d__get_job_logs,3,16
mcp__pd16dd1__get_merge_request_diffs,Read,3,16
Grep,mcp__pd16dd1__create_issue,3,16
Read,mcp__pd16dd1__get_merge_request_discussions,3,16
mcp__pd16dd1__create_merge_request,TodoWrite,3,16
ToolSearch,mcp__pf3c76d__get_issue,3,16
mcp__pf3c76d__get_merge_request_diffs,mcp__pf3c76d__get_merge_request_diffs,3,16
mcp__pf3c76d__get_branch_pipeline,ToolSearch,3,16
mcp__pf3c76d__create_merge_request_comment,mcp__pf3c76d__get_merge_request_discussions,3,16
Bash,mcp__pd16dd1__get_issues,3,16
mcp__pd16dd1__get_issues,mcp__pd16dd1__link_issues,3,16
mcp__p9e58dc__list_knowledge_base_pages,mcp__p9e58dc__create_knowledge_base_page,3,16
mcp__pa07824__clickup_update_task,mcp__pa07824__clickup_update_task,3,16
Bash,mcp__p5ee74d__create_merge_request,3,16
Edit,mcp__pd16dd1__get_chat_messages,3,16
Bash,mcp__p0f36b0__update_issue,3,16
mcp__p67cee4__create_merge_request,Bash,3,15
Grep,mcp__p7cbdd1__browser_snapshot,3,15
mcp__p7cbdd1__browser_wait_for,Grep,3,15
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_console_messages,3,15
Edit,Skill,3,15
mcp__p7cbdd1__browser_click,TodoWrite,3,15
mcp__p7cbdd1__browser_network_requests,Grep,3,15
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_network_requests,3,15
WebSearch,Grep,3,15
ExitPlanMode,TodoWrite,3,15
TodoWrite,WebFetch,3,15
WebSearch,Write,3,15
Read,mcp__pf3c76d__get_issues,3,15
WebFetch,TodoWrite,3,15
mcp__pd2ddfd__computer,Bash,3,15
Bash,mcp__p8f556d__create_merge_request_comment,3,15
mcp__p3a04ae__create_issue_comment,Bash,3,15
mcp__p67cee4__search_meeting_notes,mcp__p67cee4__get_meeting_transcript,3,14
mcp__p67cee4__create_issue,Bash,3,14
WebSearch,Glob,3,14
mcp__p67cee4__update_issue,Bash,3,14
Bash,mcp__p67cee4__create_merge_request_comment,3,14
Edit,mcp__p7cbdd1__browser_click,3,14
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_navigate,3,14
Bash,mcp__p8eb7a0__get_branch_pipeline,3,14
mcp__pf3c76d__get_project_info,Grep,3,14
ToolSearch,mcp__pf3c76d__get_job_logs,3,14
Grep,mcp__pf3c76d__get_job_logs,3,14
mcp__pf3c76d__get_project_info,mcp__pf3c76d__create_issue,3,14
Read,mcp__pd16dd1__get_merge_request_pipeline,3,14
mcp__pd16dd1__get_merge_request_discussions,Grep,3,14
TodoWrite,mcp__pd16dd1__get_merge_requests,3,14
TodoWrite,mcp__pd16dd1__get_merge_request_pipeline,3,14
mcp__pd16dd1__get_merge_request_discussions,Glob,3,14
AskUserQuestion,Task,3,14
mcp__pd16dd1__get_epics,Read,3,14
mcp__pd16dd1__create_merge_request,Read,3,14
TodoWrite,mcp__pd16dd1__get_meeting_transcript,3,14
ToolSearch,mcp__pf3c76d__get_epics,3,14
mcp__pf3c76d__get_issue,Bash,3,14
mcp__pd16dd1__create_merge_request,Bash,3,14
Skill,ToolSearch,3,14
ToolSearch,mcp__pf3c76d__create_merge_request_comment,3,14
mcp__pd16dd1__update_issue,TodoWrite,3,14
mcp__pd16dd1__get_merge_request_pipeline,Grep,3,14
mcp__pd16dd1__get_meeting_transcript,mcp__pd16dd1__get_issues,3,14
mcp__pf3c76d__create_issue_comment,mcp__pf3c76d__create_issue_comment,3,14
Bash,mcp__p5ee74d__create_issue_comment,3,14
Read,mcp__pf3c76d__get_merge_request_diffs,3,14
ToolSearch,mcp__pf3c76d__get_meeting_transcript,3,14
mcp__p8f556d__create_merge_request_comment,mcp__p8f556d__create_merge_request_comment,3,14
mcp__p964188__get_issue_relations,Bash,3,14
mcp__pd16dd1__get_chat_messages,Edit,3,14
WebFetch,Write,3,14
mcp__p11f8c4__get_meeting_transcript,mcp__p11f8c4__create_knowledge_base_page,3,14
ToolSearch,mcp__p67cee4__get_meeting_transcript,3,13
Bash,mcp__p67cee4__create_issue,3,13
mcp__p7cbdd1__browser_snapshot,Grep,3,13
mcp__p7cbdd1__browser_network_requests,Bash,3,13
Bash,mcp__p67cee4__get_branch_pipeline,3,13
Task,AskUserQuestion,3,13
EnterPlanMode,Write,3,13
AskUserQuestion,Write,3,13
Agent,AskUserQuestion,3,13
WebSearch,AskUserQuestion,3,13
ScheduleWakeup,ScheduleWakeup,3,13
mcp__p11f8c4__read_sheet_data,mcp__p11f8c4__read_sheet_data,3,13
mcp__p3a04ae__create_issue,Edit,3,13
Read,Monitor,3,12
mcp__p67cee4__create_merge_request_comment,mcp__p67cee4__create_merge_request_comment,3,12
ToolSearch,mcp__p67cee4__send_message,3,12
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_wait_for,3,12
Grep,Skill,3,12
ToolSearch,mcp__pf3c76d__get_pipeline,3,12
Skill,mcp__pf3c76d__get_issues,3,12
TaskOutput,Edit,3,12
mcp__pd16dd1__update_issue,Glob,3,12
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__get_merge_requests,3,12
Bash,mcp__pd16dd1__get_project_info,3,12
mcp__pf3c76d__get_merge_request_discussions,mcp__pf3c76d__get_merge_request_diffs,3,12
Bash,mcp__p5ee74d__get_merge_requests,3,12
mcp__p5ee74d__get_branch_pipeline,Bash,3,12
mcp__pd16dd1__create_issue,mcp__pd16dd1__link_issues,3,12
mcp__pd16dd1__link_issues,mcp__pd16dd1__link_issues,3,12
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_epics,3,12
mcp__pf3c76d__get_epics,ToolSearch,3,12
Skill,mcp__pf3c76d__create_issue,3,12
mcp__pf3c76d__create_issue,Read,3,12
TaskList,Bash,3,12
Bash,mcp__p9e58dc__get_knowledge_base_page,3,12
mcp__p9e58dc__get_knowledge_base_page,mcp__p9e58dc__update_knowledge_base_page,3,12
mcp__pf3c76d__update_issue,Agent,3,12
mcp__pd16dd1__create_issue,TodoWrite,3,12
Write,AskUserQuestion,3,12
TodoWrite,mcp__pd16dd1__create_issue_comment,3,12
mcp__p5ee74d__get_issue,mcp__p5ee74d__update_issue,3,12
mcp__pf3c76d__create_merge_request,mcp__pf3c76d__update_issue,3,12
Bash,mcp__pf3c76d__get_issue,3,12
ToolSearch,ExitPlanMode,3,12
mcp__pf3c76d__get_issue,Agent,3,12
Grep,mcp__pf3c76d__update_issue,3,12
mcp__pf3c76d__create_merge_request_comment,Grep,3,12
Grep,mcp__pf3c76d__create_merge_request_comment,3,12
mcp__pd16dd1__link_issues,mcp__pd16dd1__get_issues,3,12
Bash,mcp__p0c7e74__add_issue_comment,3,12
mcp__p69428e__create_issue,mcp__p69428e__create_issue,3,12
Bash,mcp__p9846af__get_merge_request_discussions,3,12
mcp__p11f8c4__create_knowledge_base_page,mcp__p11f8c4__create_knowledge_base_page,3,12
mcp__p11f8c4__create_knowledge_base_page,TaskUpdate,3,12
Agent,WebFetch,3,12
Bash,mcp__pd2ddfd__computer,3,12
mcp__p67cee4__get_issues,mcp__p67cee4__create_issue,3,11
Skill,Glob,3,11
AskUserQuestion,Agent,3,11
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_type,3,11
Edit,Monitor,3,11
AskUserQuestion,TaskCreate,3,11
mcp__p7cbdd1__browser_click,Edit,3,11
Read,mcp__p7cbdd1__browser_click,3,11
Bash,mcp__p7cbdd1__browser_close,3,11
TaskUpdate,TaskList,3,11
Agent,Glob,3,11
Write,WebSearch,3,11
Glob,TaskCreate,3,11
Task,WebFetch,3,11
Bash,mcp__pd8e750__update_issue,3,11
TaskUpdate,mcp__p11f8c4__get_meeting_transcript,3,11
mcp__p67cee4__send_message,Bash,3,11
mcp__p67cee4__get_meeting_notes,mcp__p67cee4__get_meeting_transcript,3,10
mcp__p7cbdd1__browser_fill_form,Bash,3,10
TodoWrite,mcp__p7cbdd1__browser_navigate,3,10
mcp__p7cbdd1__browser_navigate,TodoWrite,3,10
mcp__p7cbdd1__browser_take_screenshot,Bash,3,10
WebFetch,ToolSearch,3,10
mcp__p7cbdd1__browser_evaluate,Bash,3,10
Grep,mcp__pf3c76d__create_issue,3,10
Edit,mcp__pd16dd1__get_merge_request_discussions,3,10
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_issue_comments,3,10
mcp__pd16dd1__create_issue_comment,mcp__pd16dd1__get_merge_request_pipeline,3,10
mcp__pd16dd1__create_merge_request_comment,Edit,3,10
mcp__pf3c76d__get_merge_requests,Grep,3,10
Bash,mcp__pd16dd1__get_issue,3,10
Bash,mcp__pd16dd1__create_issue,3,10
TaskList,Read,3,10
mcp__pd16dd1__get_meeting_transcript,Bash,3,10
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_issue,3,10
mcp__pd16dd1__get_merge_requests,Glob,3,10
mcp__pd16dd1__get_merge_request_diffs,mcp__pd16dd1__create_merge_request_comment,3,10
Read,mcp__pf3c76d__create_issue,3,10
mcp__pd16dd1__get_issue_relations,Read,3,10
mcp__pd16dd1__create_issue_comment,mcp__pd16dd1__get_branch_pipeline,3,10
Glob,TaskUpdate,3,10
mcp__pf3c76d__get_merge_request_diffs,mcp__pf3c76d__create_merge_request_comment,3,10
mcp__pd16dd1__get_issue_relations,TodoWrite,3,10
mcp__pd16dd1__get_project_info,Grep,3,10
mcp__pd16dd1__create_issue,mcp__pd16dd1__get_issue,3,10
TodoWrite,mcp__pd16dd1__create_merge_request,3,10
mcp__pd16dd1__create_merge_request,Edit,3,10
mcp__pf3c76d__get_branch_pipeline,Grep,3,10
mcp__pd16dd1__get_epics,mcp__pd16dd1__create_issue,3,10
AskUserQuestion,mcp__pd16dd1__create_issue,3,10
mcp__pd16dd1__update_issue,Edit,3,10
TodoWrite,mcp__pd16dd1__get_issue,3,10
mcp__pd16dd1__get_issue,TodoWrite,3,10
Grep,EnterPlanMode,3,10
ToolSearch,mcp__pf3c76d__get_merge_requests,3,10
mcp__pf3c76d__create_merge_request,Agent,3,10
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_navigate,3,10
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__get_branch_pipeline,3,10
mcp__p11f8c4__get_meeting_transcript,Read,3,10
mcp__pf3c76d__get_issues,Agent,3,10
Write,WebFetch,3,10
mcp__pd16dd1__get_merge_request_pipeline,Edit,3,10
Bash,mcp__p5ee74d__create_merge_request_comment,3,10
mcp__pf3c76d__create_issue_comment,mcp__pf3c76d__update_issue,3,10
mcp__pf3c76d__get_issue,mcp__pf3c76d__get_issue,3,10
mcp__pf3c76d__create_issue,Agent,3,10
mcp__pf3c76d__get_meeting_transcript,mcp__pf3c76d__get_meeting_transcript,3,10
mcp__pf3c76d__create_issue,mcp__pf3c76d__update_issue,3,10
AskUserQuestion,WebSearch,3,10
Edit,TaskOutput,3,10
mcp__pf3c76d__get_issue,ToolSearch,3,10
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_merge_request_discussions,3,10
Bash,mcp__p4368a5__get_project_info,3,10
mcp__pd16dd1__get_chat_messages,mcp__pd16dd1__get_chat_messages,3,10
mcp__p5ee74d__update_issue,Edit,3,10
Bash,mcp__p964188__update_issue,3,10
Agent,mcp__pf3c76d__create_issue,3,10
mcp__p0c7e74__add_issue_comment,Bash,3,10
TodoWrite,WebSearch,3,10
ToolSearch,mcp__p3a04ae__create_issue,3,10
mcp__p3a04ae__create_issue,mcp__p3a04ae__update_issue,3,10
mcp__p0f36b0__create_issue,Bash,3,10
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__get_issues,3,9
Glob,WebFetch,3,9
Bash,mcp__p67cee4__get_pipeline,3,9
mcp__p891dec__get_meeting_notes,mcp__p891dec__get_meeting_notes,3,9
Bash,mcp__p7cbdd1__browser_console_messages,3,9
Bash,mcp__p7cbdd1__browser_network_requests,3,9
mcp__p67cee4__update_sheet_cells,mcp__p67cee4__read_sheet_data,3,9
mcp__p7cbdd1__browser_close,Bash,3,9
mcp__p8eb7a0__get_branch_pipeline,Bash,3,9
Write,Task,3,9
mcp__p7cbdd1__browser_evaluate,Read,3,9
mcp__p8bceef__create_merge_request,Bash,3,9
mcp__pd2ddfd__tabs_context_mcp,Read,3,9
TodoWrite,AskUserQuestion,3,9
Read,TaskOutput,3,9
TaskUpdate,TaskOutput,3,9
TaskList,TaskCreate,3,9
mcp__p8f556d__get_pipeline,Bash,3,9
Grep,mcp__p7cbdd1__browser_wait_for,3,9
mcp__pf3c76d__send_message,Agent,3,9
Bash,mcp__pd8e750__add_issue_comment,3,9
Bash,mcp__p11f8c4__update_sheet_cells,3,9
mcp__p11f8c4__get_meeting_transcript,ToolSearch,3,9
ToolSearch,mcp__p3a04ae__create_issue_comment,3,9
Bash,mcp__p0f36b0__create_issue,3,9
ToolSearch,mcp__p67cee4__update_issue,3,8
mcp__p67cee4__create_merge_request_comment,TodoWrite,3,8
ToolSearch,mcp__p891dec__get_meeting_transcript,3,8
mcp__p7cbdd1__browser_console_messages,Grep,3,8
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_close,3,8
mcp__p67cee4__get_pipeline,Bash,3,8
Bash,mcp__p7cbdd1__browser_take_screenshot,3,8
mcp__p67cee4__get_issue,Read,3,8
mcp__p7cbdd1__browser_click,Glob,3,8
WebSearch,TodoWrite,3,8
Grep,mcp__pf3c76d__get_issues,3,8
mcp__pf3c76d__get_epics,Skill,3,8
mcp__pd16dd1__get_issues,mcp__pd16dd1__update_issue,3,8
mcp__pd16dd1__get_issues,Skill,3,8
mcp__pd16dd1__get_merge_request_pipeline,mcp__pd16dd1__get_merge_requests,3,8
mcp__pd16dd1__create_issue,mcp__pd16dd1__get_issue_relations,3,8
mcp__pf3c76d__get_epics,Read,3,8
ToolSearch,mcp__pf3c76d__get_issue_comments,3,8
mcp__pf3c76d__get_issue_relations,Bash,3,8
mcp__pf3c76d__get_merge_request_discussions,Grep,3,8
Skill,AskUserQuestion,3,8
AskUserQuestion,ToolSearch,3,8
mcp__pd16dd1__get_project_info,Bash,3,8
mcp__p7cbdd1__browser_fill_form,mcp__p7cbdd1__browser_click,3,8
mcp__pd16dd1__get_issue_comments,Read,3,8
mcp__pd16dd1__get_issues,mcp__pd16dd1__create_issue,3,8
Grep,mcp__pd16dd1__get_issues,3,8
mcp__pd16dd1__create_merge_request_comment,Glob,3,8
TaskUpdate,Task,3,8
Bash,mcp__pd16dd1__get_issue_relations,3,8
Grep,mcp__pf3c76d__get_branch_pipeline,3,8
mcp__pd16dd1__update_issue,Grep,3,8
mcp__pd16dd1__get_epics,mcp__pd16dd1__get_issues,3,8
mcp__pd16dd1__get_merge_request_pipeline,mcp__pd16dd1__create_merge_request_comment,3,8
mcp__pcd9e51__update_issue,mcp__pcd9e51__create_issue,3,8
mcp__pcd9e51__create_issue,mcp__pcd9e51__update_issue,3,8
mcp__pd16dd1__get_meeting_transcript,mcp__pd16dd1__update_issue,3,8
Bash,mcp__pcd9e51__create_issue,3,8
mcp__pd16dd1__create_issue_comment,mcp__pd16dd1__get_merge_request_discussions,3,8
ToolSearch,mcp__pf3c76d__get_issue_relations,3,8
mcp__pf3c76d__get_issue_comments,Bash,3,8
mcp__pf3c76d__update_issue,TaskCreate,3,8
mcp__pd16dd1__get_branch_pipeline,TodoWrite,3,8
mcp__pf3c76d__create_merge_request_comment,Agent,3,8
Bash,mcp__p9e58dc__list_knowledge_base_docs,3,8
mcp__p9e58dc__get_knowledge_base_page,Read,3,8
mcp__p9e58dc__list_knowledge_base_docs,mcp__p9e58dc__get_knowledge_base_spaces,3,8
mcp__p9e58dc__update_knowledge_base_page,Bash,3,8
Bash,mcp__p9e58dc__list_knowledge_base_pages,3,8
mcp__p9e58dc__create_knowledge_base_page,Bash,3,8
WebFetch,mcp__pf3c76d__get_merge_request_diffs,3,8
mcp__pd16dd1__get_project_info,AskUserQuestion,3,8
mcp__pd16dd1__get_epics,Grep,3,8
mcp__pd16dd1__get_messenger_chats,Bash,3,8
mcp__pd16dd1__create_epic,mcp__pd16dd1__get_issues,3,8
mcp__pf3c76d__create_merge_request,Grep,3,8
mcp__p7cbdd1__browser_run_code,Bash,3,8
mcp__pf3c76d__create_merge_request,Edit,3,8
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__get_merge_request_pipeline,3,8
ToolSearch,TaskOutput,3,8
mcp__p5ee74d__get_meeting_transcript,mcp__p5ee74d__get_issues,3,8
ExitPlanMode,WebSearch,3,8
mcp__pf3c76d__get_epics,Agent,3,8
mcp__p5ee74d__get_issue,Bash,3,8
Read,mcp__pf3c76d__get_branch_pipeline,3,8
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__get_branch_pipeline,3,8
mcp__p7cbdd1__browser_type,Grep,3,8
mcp__p7cbdd1__browser_type,mcp__p7cbdd1__browser_wait_for,3,8
mcp__p7cbdd1__browser_snapshot,TodoWrite,3,8
mcp__pd16dd1__get_merge_request_discussions,Write,3,8
mcp__p8f556d__create_merge_request_comment,Bash,3,8
Bash,mcp__p964188__get_project_info,3,8
mcp__p964188__create_issue,mcp__p964188__get_issue_relations,3,8
mcp__p5ee74d__get_issues,mcp__p5ee74d__create_issue_comment,3,8
TaskOutput,Grep,3,8
mcp__pd16dd1__get_issue_relations,mcp__pd16dd1__get_issues,3,8
mcp__p964188__update_issue,Read,3,8
Read,mcp__pf3c76d__create_merge_request_comment,3,8
mcp__p5ee74d__get_merge_requests,ToolSearch,3,8
mcp__pf3c76d__get_project_info,Bash,3,8
mcp__pf3c76d__update_issue,Glob,3,8
mcp__pf3c76d__search_chat_messages,Agent,3,8
mcp__p9846af__update_issue,mcp__p9846af__update_issue,3,8
mcp__p5ee74d__get_branch_pipeline,ToolSearch,3,8
Bash,mcp__pd8e750__get_pipeline,3,8
mcp__pd8e750__get_issues,mcp__pd8e750__get_issues,3,8
mcp__p3a04ae__create_issue_comment,mcp__p3a04ae__update_issue,3,8
Edit,mcp__p3a04ae__update_issue,3,8
mcp__pd2ddfd__computer,mcp__pd2ddfd__computer,3,8
mcp__p0f36b0__update_issue,mcp__p0f36b0__update_issue,3,8
mcp__p0f36b0__update_issue,Bash,3,8
TaskUpdate,mcp__p1b45fc__update_sheet_cells,3,8
Glob,Agent,3,7
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_fill_form,3,7
Bash,mcp__p67cee4__get_issue,3,7
mcp__p67cee4__get_meeting_transcript,Bash,3,7
Grep,WebFetch,3,7
mcp__p67cee4__read_sheet_data,mcp__p67cee4__update_sheet_cells,3,7
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_evaluate,3,7
mcp__p8eb7a0__get_branch_pipeline,Read,3,7
TaskList,TaskUpdate,3,7
Bash,mcp__p7cbdd1__browser_fill_form,3,7
mcp__p7cbdd1__browser_wait_for,Edit,3,7
TaskOutput,TaskUpdate,3,7
ToolSearch,AskUserQuestion,3,7
mcp__p11f8c4__get_meeting_notes,mcp__p11f8c4__get_meeting_transcript,3,7
Bash,mcp__p8bceef__create_merge_request,3,7
mcp__p8f556d__create_merge_request_comment,TaskCreate,3,7
TaskCreate,Agent,3,7
Write,Skill,3,7
ExitPlanMode,WebFetch,3,7
WebFetch,ExitPlanMode,3,7
mcp__pf3c76d__get_issues,mcp__pf3c76d__create_issue,3,7
Task,WebSearch,3,7
Edit,ScheduleWakeup,3,7
mcp__p0c7e74__add_issue_comment,Write,3,7
mcp__p18d1b3__create_issue,mcp__p18d1b3__create_issue,3,7
mcp__p18d1b3__link_issues,mcp__p18d1b3__link_issues,3,7
mcp__pd8e750__get_issues,Bash,3,7
mcp__pd8e750__add_issue_comment,Bash,3,7
ToolSearch,mcp__p11f8c4__get_meeting_transcript,3,7
Read,mcp__p3a04ae__create_issue,3,7
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__search_meeting_notes,3,7
Bash,mcp__p3a04ae__get_issues,3,7
mcp__p3a04ae__update_issue,Write,3,7
Edit,EnterPlanMode,3,7
Monitor,Edit,3,6
mcp__p67cee4__create_issue,Agent,3,6
Grep,mcp__p7cbdd1__browser_click,3,6
mcp__p67cee4__update_issue,Read,3,6
mcp__p67cee4__create_merge_request,mcp__p67cee4__get_issue,3,6
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__send_message,3,6
mcp__p67cee4__get_merge_request_discussions,Read,3,6
mcp__p67cee4__create_issue,Read,3,6
TodoWrite,mcp__p67cee4__create_merge_request_comment,3,6
mcp__p67cee4__get_langfuse_traces,Bash,3,6
Bash,mcp__p67cee4__get_merge_request_discussions,3,6
Glob,WebSearch,3,6
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__get_messenger_chats,3,6
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_take_screenshot,3,6
Read,mcp__p7cbdd1__browser_snapshot,3,6
Bash,mcp__p67cee4__send_message,3,6
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_press_key,3,6
mcp__pf3c76d__create_issue,Grep,3,6
mcp__pf3c76d__create_issue,mcp__pf3c76d__get_issue_comments,3,6
mcp__pf3c76d__get_issue_comments,mcp__pf3c76d__update_issue,3,6
Skill,Edit,3,6
mcp__pf3c76d__get_merge_requests,ToolSearch,3,6
mcp__pf3c76d__get_merge_request_discussions,Edit,3,6
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_project_info,3,6
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__get_merge_requests,3,6
Read,mcp__pd16dd1__create_issue_comment,3,6
mcp__pd16dd1__get_issue_comments,mcp__pd16dd1__get_issues,3,6
mcp__pd16dd1__update_issue,mcp__pd16dd1__get_issue_comments,3,6
mcp__pd16dd1__create_issue,mcp__pd16dd1__get_issue_comments,3,6
mcp__pd16dd1__create_issue_comment,Edit,3,6
mcp__pd16dd1__create_merge_request,Task,3,6
mcp__pd16dd1__create_merge_request,Grep,3,6
mcp__pd16dd1__search_meeting_notes,mcp__pd16dd1__get_meeting_transcript,3,6
mcp__pd16dd1__get_meeting_transcript,Edit,3,6
mcp__pf3c76d__create_issue,TaskCreate,3,6
Bash,mcp__pf3c76d__get_epics,3,6
mcp__pf3c76d__get_epics,mcp__pf3c76d__get_issues,3,6
mcp__pd16dd1__get_issues,Task,3,6
TodoWrite,mcp__pd16dd1__get_issue_comments,3,6
Read,mcp__pd16dd1__get_merge_request_diffs,3,6
mcp__pd16dd1__create_merge_request_comment,Grep,3,6
mcp__pf3c76d__create_merge_request,mcp__pf3c76d__get_merge_request_discussions,3,6
mcp__pd16dd1__create_merge_request_comment,Task,3,6
EnterPlanMode,Glob,3,6
Glob,ExitPlanMode,3,6
mcp__pf3c76d__get_epics,Grep,3,6
mcp__pf3c76d__create_merge_request_comment,Skill,3,6
mcp__pf3c76d__get_merge_request_discussions,TaskCreate,3,6
Edit,mcp__pf3c76d__create_merge_request_comment,3,6
mcp__pd16dd1__get_issue_comments,Grep,3,6
mcp__p5ee74d__get_merge_requests,Bash,3,6
Grep,mcp__pd16dd1__create_merge_request_comment,3,6
Bash,mcp__pcd9e51__update_issue,3,6
mcp__pf3c76d__get_messenger_chats,mcp__pf3c76d__send_message,3,6
mcp__pd16dd1__update_issue,mcp__pd16dd1__get_meeting_transcript,3,6
Read,mcp__pd16dd1__get_meeting_transcript,3,6
mcp__pd16dd1__get_project_info,mcp__pd16dd1__create_issue,3,6
mcp__pcd9e51__create_issue,TodoWrite,3,6
mcp__pd16dd1__create_issue,mcp__pd16dd1__get_issues,3,6
mcp__pd16dd1__get_issue,mcp__pd16dd1__get_issue,3,6
mcp__pf3c76d__create_merge_request,ToolSearch,3,6
ToolSearch,mcp__pf3c76d__create_merge_request,3,6
mcp__pf3c76d__get_merge_requests,mcp__pf3c76d__get_issues,3,6
Read,mcp__pd16dd1__get_issue,3,6
mcp__pcd9e51__get_issue_comments,mcp__pcd9e51__get_issue_comments,3,6
mcp__pd16dd1__get_epics,TodoWrite,3,6
mcp__pd16dd1__update_issue,Task,3,6
Read,mcp__pd16dd1__get_merge_requests,3,6
Bash,mcp__p11f8c4__get_meeting_transcript,3,6
TaskCreate,Task,3,6
Read,mcp__pd16dd1__get_project_info,3,6
Edit,mcp__pf3c76d__get_branch_pipeline,3,6
mcp__p3b05f5__get_issues,Bash,3,6
Read,ScheduleWakeup,3,6
Monitor,Read,3,6
mcp__pd16dd1__update_issue,mcp__pd16dd1__get_issue_relations,3,6
Edit,mcp__p7cbdd1__browser_snapshot,3,6
ToolSearch,mcp__p5ee74d__get_issue,3,6
mcp__p5ee74d__get_issues,ToolSearch,3,6
mcp__pf3c76d__create_merge_request_comment,mcp__pf3c76d__get_branch_pipeline,3,6
mcp__pf3c76d__get_merge_request_discussions,mcp__pf3c76d__get_branch_pipeline,3,6
mcp__pf3c76d__get_branch_pipeline,Glob,3,6
Bash,mcp__p772686__get_merge_requests,3,6
mcp__p5ee74d__create_merge_request_comment,mcp__p5ee74d__create_merge_request_comment,3,6
mcp__pd2ddfd__read_page,Bash,3,6
mcp__pf3c76d__get_issue,Read,3,6
mcp__pf3c76d__get_job_logs,Agent,3,6
ToolSearch,EnterPlanMode,3,6
mcp__pf3c76d__get_meeting_transcript,mcp__pf3c76d__send_message,3,6
mcp__pf3c76d__send_message,ToolSearch,3,6
mcp__pd16dd1__get_merge_requests,Edit,3,6
mcp__pf3c76d__get_project_info,AskUserQuestion,3,6
mcp__pf3c76d__get_merge_request_diffs,mcp__pf3c76d__get_merge_request_discussions,3,6
mcp__pf3c76d__get_branch_pipeline,Write,3,6
Read,mcp__pf3c76d__update_issue,3,6
mcp__pd16dd1__link_issues,mcp__pd16dd1__get_issue_relations,3,6
mcp__pd16dd1__get_issue_comments,mcp__pd16dd1__update_issue,3,6
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_type,3,6
mcp__pd16dd1__get_merge_requests,mcp__pd16dd1__get_issues,3,6
ToolSearch,mcp__pd16dd1__get_issues,3,6
Edit,mcp__pd16dd1__get_issues,3,6
Grep,mcp__pd16dd1__get_epics,3,6
mcp__p4368a5__get_project_info,Bash,3,6
Bash,mcp__p964188__create_issue,3,6
ToolSearch,Task,3,6
TodoWrite,mcp__pd16dd1__create_issue,3,6
